Compound,Date,Negative,Neutral,Positive,Source Account,Text,Tweets Ago,user
-0.6486,Sat Sep 29 05:16:07 +0000 2018,0.837,0.163,0.0,1045905035656392704,Half of the world's killer whales could be wiped out before the end of the century -- and it's because of pollution… https://t.co/rAgxDbsEJ6,47,@CNN
-0.8055,Sat Sep 29 05:03:25 +0000 2018,0.723,0.277,0.0,1045901840158789632,At least 48 people are dead and more than 350 injured after a series of earthquakes and a tsunami hit the Indonesia… https://t.co/RwzaqL0XIV,48,@CNN
0.0,Sat Sep 29 05:01:08 +0000 2018,1.0,0.0,0.0,1045901264788344832,"Limiting kids' recreational screen time to less than 2 hours a day, along with sufficient sleep and physical activi… https://t.co/iRAX2JJTQD",49,@CNN
0.0,Sat Sep 29 04:51:05 +0000 2018,1.0,0.0,0.0,1045898737158098945,11 state lawmakers in Maryland have asked Montgomery County law enforcement officials to investigate the 36-year-ol… https://t.co/uTbEB6D1nr,50,@CNN
0.5106,Sat Sep 29 04:46:06 +0000 2018,0.769,0.0,0.231,1045897481974927360,A half-hearted cheer for Jeff Flake | By Noah Berlatsky via @CNNOpinion https://t.co/3kHtzmYg4O https://t.co/YGFg5fMJm1,51,@CNN
0.2942,Sat Sep 29 04:31:00 +0000 2018,0.846,0.0,0.154,1045893682707214336,"""What is... yes?"" A ""Jeopardy!"" contestant surprised his girlfriend with a marriage proposal https://t.co/tey6M6LEfv https://t.co/qTnnGcWILe",52,@CNN
-0.6808,Sat Sep 29 04:16:02 +0000 2018,0.763,0.237,0.0,1045889917816066048,"Two young children died in separate incidents after being left alone in hot cars Friday in Florida, police said… https://t.co/6aeNr8t73L",53,@CNN
0.0,Sat Sep 29 03:46:05 +0000 2018,1.0,0.0,0.0,1045882380140118016,"LeBron James' HBO documentary ""Student Athlete"" indicts the NCAA | By CNN's Brian Lowry 
 https://t.co/VDeFOmjHcf https://t.co/MDLnHlRiKD",54,@CNN
0.5574,Sat Sep 29 03:31:05 +0000 2018,0.795,0.0,0.205,1045878605157412865,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubt… https://t.co/RYoI1Yd4i8,55,@CNN
0.0,Sat Sep 29 03:16:06 +0000 2018,1.0,0.0,0.0,1045874832418770944,"This part of the brain holds the key to Ford's memory | By Robert M. Sapolsky, a professor of biology, neurology an… https://t.co/NOTPOuOOua",56,@CNN
0.4939,Sat Sep 29 03:05:07 +0000 2018,0.862,0.0,0.138,1045872069072834560,"RT @CNNTonight: Samantha Guerry says her longtime friend, Christine Blasey Ford says ""there's [political] agendas on both sides. The one pe…",57,@CNN
-0.2235,Sat Sep 29 03:01:09 +0000 2018,0.683,0.204,0.112,1045871070652375041,Israeli Prime Minister Benjamin Netanyahu would not commit to a two-state solution to Israel's ongoing conflict wit… https://t.co/GIHnLu5tfK,58,@CNN
-0.5719,Sat Sep 29 02:56:17 +0000 2018,0.85,0.15,0.0,1045869847719161856,An American flag shown on a livestream as it was shredded by the fury of Hurricane Florence is being auctioned to h… https://t.co/EE4Y8denkj,59,@CNN
-0.4838,Sat Sep 29 02:53:08 +0000 2018,0.75,0.167,0.083,1045869054676914176,"RT @CuomoPrimeTime: .@chriscuomo on a surprising end to a turbulent week: 

If senators could make something happen on an issue so ugly and…",60,@CNN
0.0,Fri Sep 28 23:31:00 +0000 2018,1.0,0.0,0.0,1045818185025347584,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/KgjEVXzcHx",61,@CNN
-0.872,Fri Sep 28 23:21:06 +0000 2018,0.562,0.438,0.0,1045815696217833472,A gay deputy headmaster of a boys' school in Zimbabwe has resigned after death threats and pressure from parents https://t.co/FiiavPkSQ0,62,@CNN
0.0,Fri Sep 28 23:11:04 +0000 2018,1.0,0.0,0.0,1045813171116802048,"Hurricane Rosa, packing Category 3 winds, moved Friday off Mexico's Pacific coast, with forecasters expecting its s… https://t.co/QV6JyE8R7t",63,@CNN
0.0,Fri Sep 28 23:01:57 +0000 2018,1.0,0.0,0.0,1045810873426735104,The allegations of sexual misconduct at CBS have drawn the attention of the Manhattan district attorney's office… https://t.co/kRGoJcvv9e,64,@CNN
0.0,Fri Sep 28 23:01:06 +0000 2018,1.0,0.0,0.0,1045810660620349445,Alexandria Ocasio-Cortez and Bernie Sanders are two of the biggest names in Democratic politics. Watch The Point wi… https://t.co/0T5hJckGhc,65,@CNN
0.5574,Fri Sep 28 22:59:55 +0000 2018,0.816,0.0,0.184,1045810363000913920,RT @CNNPolitics: Brett Kavanaugh's nomination consideration for the Supreme Court officially begins on the Senate floor https://t.co/epmTA9…,66,@CNN
0.0,Fri Sep 28 22:42:35 +0000 2018,1.0,0.0,0.0,1045806002468196352,"Limiting kids' recreational screen time to less than 2 hours a day, along with sufficient sleep and physical activi… https://t.co/B4Jx7iM47w",67,@CNN
0.0,Fri Sep 28 22:41:00 +0000 2018,1.0,0.0,0.0,1045805602331484160,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/BbOPLYvups,68,@CNN
-0.4588,Fri Sep 28 22:32:00 +0000 2018,0.885,0.115,0.0,1045803339252928512,"Ali Ahmed was imprisoned at 15 years old. Now six years later, her family says they don't know where she is or what… https://t.co/abPypV7I7T",69,@CNN
0.0,Fri Sep 28 22:25:04 +0000 2018,1.0,0.0,0.0,1045801592132390913,Tonight on Full Circle: CNN host and commentator @VanJones68 speaks with Anderson Cooper about the fallout from the… https://t.co/ALY45GuWwd,70,@CNN
-0.1027,Fri Sep 28 22:21:02 +0000 2018,0.658,0.184,0.158,1045800578029424640,"The US pulls staff from Iraq, citing security threats from Iran https://t.co/zwtTtvTvZq",71,@CNN
-0.7003,Fri Sep 28 22:17:18 +0000 2018,0.703,0.242,0.055,1045799639725867015,Shockwaves from the massive bombing raids during World War II reached the edge of space and weakened the Earth's up… https://t.co/fXC5uZAuhB,72,@CNN
-0.3182,Fri Sep 28 22:01:02 +0000 2018,0.887,0.113,0.0,1045795543065219072,"Is Emmanuel Macron the new Tony Blair -- lauded abroad, mocked at home? | Analysis by CNN's Melissa Bell… https://t.co/ZspMY7k8zT",73,@CNN
0.0,Fri Sep 28 21:51:06 +0000 2018,1.0,0.0,0.0,1045793043285192704,"With six months to go before Britain formally leaves the European Union on March 29, 2019, Brexit has never looked… https://t.co/4RZD9nmhvJ",74,@CNN
0.0,Fri Sep 28 21:47:46 +0000 2018,1.0,0.0,0.0,1045792206634799106,Tonight on Full Circle: CNN host and commentator @VanJones68 speaks with Anderson Cooper about the fallout from the… https://t.co/X5ok2QHRZA,75,@CNN
-0.2263,Fri Sep 28 21:41:07 +0000 2018,0.811,0.119,0.07,1045790532079890433,"China challenges Trump, saying the country will not be ""blackmailed or yield to pressure"" on trade… https://t.co/CJCT9nAaPE",76,@CNN
-0.7906,Fri Sep 28 21:32:34 +0000 2018,0.65,0.35,0.0,1045788381882535937,"10 years after the financial crisis, some investors are still scared of stocks https://t.co/LOqM2gUe6R https://t.co/4UopIB6VPa",77,@CNN
0.5574,Fri Sep 28 21:30:47 +0000 2018,0.816,0.0,0.184,1045787932123168768,President Trump has ordered the FBI to conduct a week-long investigation into Supreme Court nominee Brett Kavanaugh… https://t.co/1ao9IBGyYN,78,@CNN
0.0,Fri Sep 28 21:27:48 +0000 2018,1.0,0.0,0.0,1045787182496124928,Residents in a community north of St. Louis got some news this week they've longed wanted to hear. Radioactive mate… https://t.co/vwfUtng0V7,79,@CNN
0.0,Fri Sep 28 21:15:32 +0000 2018,1.0,0.0,0.0,1045784094469214208,"He was the only one in his family to survive the Holocaust, and he's pushing Oregon state legislators to mandate th… https://t.co/5zIfNhB1be",80,@CNN
0.0,Fri Sep 28 11:30:07 +0000 2018,1.0,0.0,0.0,1045636769830633474,"5 things for Friday:

- Brett Kavanaugh
- Elon Musk
- Venezuela
- Storms
- Water landing

https://t.co/Iu3rkkQdRg https://t.co/EjAFlvpky4",81,@CNN
0.2732,Fri Sep 28 11:20:00 +0000 2018,0.884,0.0,0.116,1045634222960963584,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/Q4KqeOs9hN,82,@CNN
0.5574,Fri Sep 28 11:10:05 +0000 2018,0.833,0.0,0.167,1045631728105271296,The American Bar Association is calling on the Senate Judiciary Committee to halt consideration of Supreme Court no… https://t.co/rbT1yTJdRW,83,@CNN
0.296,Fri Sep 28 11:00:01 +0000 2018,0.7,0.12,0.18,1045629196586737664,Christine Blasey Ford and Supreme Court nominee Brett Kavanaugh delivered dramatic and contradictory testimonies be… https://t.co/oZBSxfPa90,84,@CNN
0.0,Fri Sep 28 10:50:10 +0000 2018,1.0,0.0,0.0,1045626716423630848,AI robots are transforming parenting in China https://t.co/wu19mrvTKP https://t.co/8lCjOThb25,85,@CNN
0.0,Fri Sep 28 10:40:08 +0000 2018,1.0,0.0,0.0,1045624189569380352,"Women of all ages will be allowed to enter India's Sabarimala Temple, one of Hinduism's holiest sites, after the co… https://t.co/HLw1ckuOjz",86,@CNN
-0.128,Fri Sep 28 10:37:10 +0000 2018,0.927,0.073,0.0,1045623443939622912,"The Senate Judiciary Committee is set to vote on Brett Kavanaugh today, even as Democrats demand more answers about… https://t.co/adDTCGoTH1",87,@CNN
0.0,Fri Sep 28 10:31:02 +0000 2018,1.0,0.0,0.0,1045621900154728449,Why your doctor wants to talk to you about guns https://t.co/WgewoxrtnF https://t.co/ev5a2yFIJz,88,@CNN
-0.6486,Fri Sep 28 10:30:07 +0000 2018,0.837,0.163,0.0,1045621670373969920,Half of the world's killer whales could be wiped out before the end of the century -- and it's because of pollution… https://t.co/kMNjitYOBu,89,@CNN
0.0,Fri Sep 28 10:30:05 +0000 2018,1.0,0.0,0.0,1045621663608569859,Why your doctor wants to talk about guns https://t.co/ehYKSSAtGd https://t.co/Ag0mSMmhLw,90,@CNN
0.0,Fri Sep 28 10:20:05 +0000 2018,1.0,0.0,0.0,1045619146304770048,Decision time on Kavanaugh: Senate panel set to vote today https://t.co/kYfvvIZzhL https://t.co/GXXl62BAqF,91,@CNN
-0.128,Fri Sep 28 10:14:17 +0000 2018,0.661,0.181,0.159,1045617685520961536,Brett Kavanaugh delivered the angriest partisan message heard from a Supreme Court nominee in modern times | Analys… https://t.co/sKPfcfyCkG,92,@CNN
0.6114,Fri Sep 28 10:08:06 +0000 2018,0.75,0.0,0.25,1045616130176552960,Happy Friday! Here is a photo of Tom Hanks as Mister Rogers: https://t.co/2sZK0bfY1L https://t.co/UQW3MxnpPJ,93,@CNN
0.0,Fri Sep 28 10:01:48 +0000 2018,1.0,0.0,0.0,1045614544704409601,Obamacare is likely about to get a little cheaper for lots of people https://t.co/nVlojNQZIp,94,@CNN
0.0,Fri Sep 28 09:51:10 +0000 2018,1.0,0.0,0.0,1045611869652815872,"Women of all ages will be allowed to enter India's Sabarimala Temple, one of Hinduism's holiest sites, after the co… https://t.co/7eVnRSR934",95,@CNN
0.0,Fri Sep 28 09:40:47 +0000 2018,1.0,0.0,0.0,1045609255670345728,Japan's intrepid hopping asteroid rovers have sent their first photos and video back to Earth https://t.co/BPLhroXeUE,96,@CNN
-0.8316,Fri Sep 28 09:33:27 +0000 2018,0.672,0.328,0.0,1045607409987784704,"Dutch police say they have foiled a major terrorist attack allegedly targeting a ""large event"" with guns and explos… https://t.co/uQxCglfNJN",97,@CNN
-0.4019,Fri Sep 28 09:23:07 +0000 2018,0.828,0.172,0.0,1045604810773475329,"Two weeks after Hurricane Florence slammed the Carolinas, overflowing rivers are still a problem https://t.co/v3mksALwWr",98,@CNN
0.0,Fri Sep 28 09:13:05 +0000 2018,1.0,0.0,0.0,1045602283835326464,The moments that defined Christine Blasey Ford's dramatic testimony https://t.co/UHH8qRNArC https://t.co/mWFwxgIrmK,99,@CNN
0.0,Fri Sep 28 09:06:05 +0000 2018,1.0,0.0,0.0,1045600521061638144,"With Christine Blasey Ford, Republicans indicted themselves | By Frida Ghitis via @CNNOpinion… https://t.co/xdFKFtvh7K",100,@CNN
0.8012,Thu Sep 27 22:42:30 +0000 2018,0.745,0.0,0.255,1045443592670437376,"RT @fox: 🚨 @calibreapp is hiring (remote). @benschwarz is one of the most passionate people, deeply caring about building a sustainable, in…",1,@Fox
0.7089,Wed Sep 26 00:47:03 +0000 2018,0.718,0.0,0.282,1044750159668686848,"If you’re interested in building a more welcoming Web, web performance, user experience, contributing in many areas… https://t.co/DEjPCYO61S",2,@Fox
0.8012,Wed Sep 26 00:44:28 +0000 2018,0.726,0.0,0.274,1044749510839173121,"🚨 @calibreapp is hiring (remote). @benschwarz is one of the most passionate people, deeply caring about building a… https://t.co/TvvTzTKtJz",3,@Fox
0.2023,Mon Sep 10 15:57:26 +0000 2018,0.745,0.106,0.149,1039181058996985857,"RT @lehudgins: ""I don't believe in equal opportunity offense because there isn't equal opportunity."" -@harikondabolu

#xoxofest2018",4,@Fox
-0.7964,Mon Sep 10 15:57:15 +0000 2018,0.677,0.323,0.0,1039181015007150081,RT @GermanCityGirl: “There’s no goddamned thought police or so many white men would be arrested by now.” - @harikondabolu #XOXOFest #xoxo,5,@Fox
-0.3818,Sun Sep 09 23:03:46 +0000 2018,0.74,0.169,0.092,1038925963596247040,RT @jina: I'm tired of people saying that CSS is a useless skill to have. I built up my whole career around it and I'm proud of the work I'…,6,@Fox
0.6249,Sat Sep 08 23:41:17 +0000 2018,0.687,0.0,0.313,1038573016651685888,RT @femfreq: Great advice from @ContraPoints 😂😉 #XOXOFest #xoxo https://t.co/JxCOcxLNQ7,7,@Fox
0.3612,Fri Sep 07 02:23:15 +0000 2018,0.889,0.0,0.111,1037888999732338688,"After so many years, I’m finally here, ready to undeniably be blown away. 💙 @andymcmillan and @waxpancake for bring… https://t.co/j0vihTKMTN",8,@Fox
0.0,Fri Sep 07 01:57:50 +0000 2018,1.0,0.0,0.0,1037882604479889408,@jennschiffer hi Jenn look right,9,@Fox
0.4404,Wed Sep 05 21:35:33 +0000 2018,0.838,0.0,0.162,1037454209782702081,"@ohhoe @alicegoldfuss pok pok, bollywood theather, woodsman tavern, harlow, good coffee, coava coffee, stumptown, s… https://t.co/aHWKgPpSTR",10,@Fox
0.0,Wed Sep 05 21:32:37 +0000 2018,1.0,0.0,0.0,1037453473329999872,@paulozoom the only suitable plan seems to be ice cream?,11,@Fox
0.5411,Wed Sep 05 21:29:31 +0000 2018,0.83,0.0,0.17,1037452691000029185,@alicegoldfuss @ohhoe here to provide recommendations if anyone needs some! especially in SE ✌🏻,12,@Fox
0.4939,Wed Sep 05 21:28:35 +0000 2018,0.775,0.0,0.225,1037452458333626368,@paulozoom I see you creepin’ in the SE 👋🏻,13,@Fox
0.0,Wed Sep 05 15:42:48 +0000 2018,1.0,0.0,0.0,1037365439460864001,@mrmrs_ I got u https://t.co/rWaFh4GOaW,14,@Fox
0.4939,Tue Sep 04 17:44:58 +0000 2018,0.652,0.0,0.348,1037033794069442560,@amelielamont 🙋🏻,15,@Fox
0.0,Mon Sep 03 23:11:00 +0000 2018,1.0,0.0,0.0,1036753454197161985,"@justkelly_ok omg, see you there!",16,@Fox
0.8176,Mon Sep 03 22:37:42 +0000 2018,0.762,0.0,0.238,1036745073877168130,"I can’t even begin to grasp how many amazing people are going to be at @xoxo later this week. So excited!

Say hi, don’t be a stranger! 👋🏻💖",17,@Fox
0.296,Thu Aug 30 00:10:58 +0000 2018,0.796,0.075,0.128,1034956608088854528,"RT @css: A new Chrome feature dubbed ""Blink LazyLoad"" is designed to dramatically improve performance by deferring the load of below-the-fo…",18,@Fox
0.7258,Fri Aug 24 00:29:24 +0000 2018,0.655,0.08,0.265,1032786918532997127,"I’m so happy I work at a company that deeply cares about, tracks, stays humble and makes no excuses for pitfalls in… https://t.co/IgZJlMkP07",19,@Fox
0.7717,Wed Aug 22 03:39:28 +0000 2018,0.739,0.0,0.261,1032109974745280513,"RT @fox: 👋🏻I’m selling a bit of Apple gear in excellent condition, Melbourne only. Retweets welcome. Reply or email if you’re interested.…",20,@Fox
0.2732,Tue Aug 21 23:51:22 +0000 2018,0.905,0.0,0.095,1032052571756609536,"A friendly reminder that Guetzli, Google’s open source JPEG encoder, might be slower but can yield even up to 50% a… https://t.co/FN26irQYi8",21,@Fox
-0.204,Mon Aug 20 23:03:43 +0000 2018,0.619,0.233,0.147,1031678192019558400,"Lazy loading content can be a very powerful performance strategy. Unfortunately, often it’s complicated to implemen… https://t.co/ZHbSmxFB25",22,@Fox
0.7717,Mon Aug 20 00:00:09 +0000 2018,0.717,0.0,0.283,1031330008340549633,"👋🏻I’m selling a bit of Apple gear in excellent condition, Melbourne only. Retweets welcome. Reply or email if you’r… https://t.co/Kift5NHw9e",23,@Fox
-0.264,Thu Aug 09 04:56:06 +0000 2018,0.674,0.198,0.128,1027418219756146688,"@j2h @benschwarz I get off twitter and this is what happens? what is this bromance, Josh??? should I feel threatened? 😂",24,@Fox
-0.1027,Wed Aug 08 02:12:41 +0000 2018,0.677,0.172,0.151,1027014704508497922,"We all need a bit of good news in those disturbing times—here’s where @goodgoodgood delivers. 

https://t.co/T5qhMKd4aY",25,@Fox
0.5423,Wed Aug 08 02:10:53 +0000 2018,0.8,0.0,0.2,1027014253251715072,"I travel a bit and carefully choose where I stay, eat and go (uh, the designer struggle). I 😍 @sabrina’s… https://t.co/f43vmBg3DW",26,@Fox
-0.1945,Wed Aug 08 02:08:41 +0000 2018,0.728,0.153,0.118,1027013696998928386,I’ve recently subscribed to @jkglei’s newsletter and never looked back. Love the focus on thoughtful technology and… https://t.co/m28bMmSEBV,27,@Fox
0.8316,Wed Aug 08 02:07:07 +0000 2018,0.596,0.0,0.404,1027013303682269184,"If customer success, culture, growth and product are your jam, I couldn’t recommend @helpscout’s newsletters more.… https://t.co/8ji9mKMLeX",28,@Fox
0.5267,Wed Aug 08 01:59:38 +0000 2018,0.833,0.0,0.167,1027011422645968896,"I have been enjoying @intercom newsletters for product, marketing and startup tips. The quality has always been ama… https://t.co/fA9fw1KXIt",29,@Fox
0.7717,Wed Aug 08 01:57:04 +0000 2018,0.676,0.0,0.324,1027010776395964416,"The Daily Good from @thegoodtrade covers conscious, sustainable fashion, wellbeing, beauty, food, lifestyle and tra… https://t.co/qmAOyGcm9i",30,@Fox
0.5719,Wed Aug 08 01:54:45 +0000 2018,0.812,0.0,0.188,1027010192284647424,Friday is one of my favourite days because of @girlsnightinHQ. A perfect encapsulation of self-care and womanhood.… https://t.co/HhI1mGfXe8,31,@Fox
0.9201,Wed Aug 08 01:50:21 +0000 2018,0.536,0.0,0.464,1027009086670307330,"I love @offscreenmag Dispatch. Great productivity tools, services and design objects all wrapped up in a lovely des… https://t.co/lR8tsWKGNw",32,@Fox
0.0,Wed Aug 08 01:48:16 +0000 2018,1.0,0.0,0.0,1027008561606356992,Here are my favourite newsletters (it’s now the primary way I discover content as I’ve mostly ditched reading social media). ↓,33,@Fox
0.4019,Tue Aug 07 23:32:22 +0000 2018,0.847,0.0,0.153,1026974362438488064,RT @6Gems: Black women are paid 38% less than white men. I support equal pay—because #38PercentCounts. https://t.co/mXFOdcL8Q3,34,@Fox
0.0,Tue Aug 07 23:32:15 +0000 2018,1.0,0.0,0.0,1026974329349623809,"If you’re up for a conference-grade talk about UX and groundbreaking performance strategies, come to see… https://t.co/x2sghiw62F",35,@Fox
0.4404,Tue Aug 07 23:28:56 +0000 2018,0.868,0.0,0.132,1026973498013507584,"RT @Calibreapp: Scheduler 2.0

Our longest standing feature request was to improve Calibre’s test scheduler. That’s exactly what we’ve done…",36,@Fox
0.7574,Tue Aug 07 23:06:06 +0000 2018,0.755,0.0,0.245,1026967751070367744,"RT @fox: Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web! Transcript com…",37,@Fox
0.6696,Sat Aug 04 03:47:44 +0000 2018,0.421,0.0,0.579,1025589073900003329,"@LNRBLB thank you, Eleanor! 🎉",38,@Fox
0.6114,Sat Aug 04 03:27:03 +0000 2018,0.375,0.0,0.625,1025583868785512448,@cckate thank you! 💖,39,@Fox
0.7574,Sat Aug 04 03:12:25 +0000 2018,0.724,0.0,0.276,1025580187302260737,"Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web!… https://t.co/hPilGINzyI",40,@Fox
0.7644,Wed Aug 01 22:42:57 +0000 2018,0.515,0.0,0.485,1024787595773890560,"@soxyface Thank you, it was lovely meeting you! 💐",41,@Fox
0.7702,Wed Aug 01 21:37:21 +0000 2018,0.718,0.0,0.282,1024771087400235009,"@sentience Thank you! I really enjoyed yours too! 

I’m doing a 45-min version at @DDDPerth this weekend that has m… https://t.co/Drn3ODuLx2",42,@Fox
0.0,Wed Aug 01 06:18:32 +0000 2018,1.0,0.0,0.0,1024539860705529856,@soxyface @MsJonesInSydney here are the slides with all the references. 🙇🏻‍♀️ I will publish a transcript next week! https://t.co/EcSUpoi0Rw,43,@Fox
0.4199,Wed Aug 01 06:16:28 +0000 2018,0.715,0.0,0.285,1024539341752659968,@marcosc thank you! 🙇🏻‍♀️,44,@Fox
0.4926,Wed Aug 01 06:13:13 +0000 2018,0.773,0.064,0.163,1024538522198335488,"RT @MsJonesInSydney: The theme at #Code18 #CodeLeaders is strong! @fox is currently highlighting algorithmic bias, tech ethics and exclusio…",45,@Fox
0.5187,Wed Aug 01 06:12:58 +0000 2018,0.721,0.072,0.206,1024538460537872386,"@DivZero_ indeed, it’s all challenging and often depressing, but if we don’t take action it won’t get any better. i… https://t.co/lldW02OHPv",46,@Fox
0.4215,Wed Aug 01 02:35:19 +0000 2018,0.843,0.0,0.157,1024483685003800576,"So refreshing to hear @johnallsopp reminding about inclusion, diversity and sharing knowledge around these subjects… https://t.co/Ink4d4W7m5",47,@Fox
-0.25,Wed Aug 01 02:32:40 +0000 2018,0.551,0.246,0.203,1024483019292205056,"Well, @msjonesinsydney definitely knows how to drop the mic on horrifying diversity and inclusion stats. 

A fantas… https://t.co/GeLolnfgEm",48,@Fox
-0.296,Wed Aug 01 02:18:01 +0000 2018,0.577,0.423,0.0,1024479330951282688,@benschwarz nooo pressure whatsoever,49,@Fox
0.0,Wed Aug 01 02:03:31 +0000 2018,1.0,0.0,0.0,1024475685534883840,That moment when a white guy says ”there aren’t many women developers” and you cross eyes with any other woman in t… https://t.co/033oMUbEl8,50,@Fox
0.5574,Wed Aug 01 01:53:15 +0000 2018,0.581,0.0,0.419,1024473099155038210,@Mandy_Kerr the winds have been gracious,51,@Fox
0.4199,Tue Jul 31 23:27:35 +0000 2018,0.642,0.0,0.358,1024436442922008576,@soxyface thank you! I’m hydrating ⛲️,52,@Fox
-0.4019,Tue Jul 31 22:58:07 +0000 2018,0.881,0.119,0.0,1024429026549481472,"I’ll be speaking at @webdirections Code Leaders today at 3.30pm (if I don’t lose my voice in the meantime 😂🤧).

Com… https://t.co/oh0yLrEE0F",53,@Fox
0.6924,Thu Jul 19 22:21:10 +0000 2018,0.778,0.0,0.222,1020071071465140224,One of the reasons I’m so excited to be a part of @helpscout is the commitment to building an inclusive culture wit… https://t.co/6H6GDJ1TON,54,@Fox
0.0,Wed Jul 11 21:30:06 +0000 2018,1.0,0.0,0.0,1017159117482360833,More Boston snaps. https://t.co/NCcWPSV8yX,55,@Fox
0.4926,Mon Jul 09 23:35:49 +0000 2018,0.868,0.0,0.132,1016465982552977413,"RT @helpscout: Said it once, we'll keep saying it: we are thrilled to add you to the team @fox! 🦊 https://t.co/bKc6GSq6tR",56,@Fox
-0.0516,Mon Jul 09 20:12:02 +0000 2018,0.147,0.441,0.412,1016414695048302594,"@mattopsahl lol, offensive",57,@Fox
0.784,Mon Jul 09 19:43:29 +0000 2018,0.504,0.0,0.496,1016407514211078144,"@tompedals yay, hello, hi! 👋🏻",58,@Fox
0.6249,Mon Jul 09 19:43:13 +0000 2018,0.37,0.0,0.63,1016407445076406273,"@madalynrose thanks, Madalyn. 💖",59,@Fox
0.4738,Mon Jul 09 19:43:04 +0000 2018,0.493,0.0,0.507,1016407407164100610,"@andymcmillan weee, thank you!!",60,@Fox
0.7717,Tue Jul 03 04:49:02 +0000 2018,0.789,0.0,0.211,1014008087772925952,"RT @KimCrayton1: “We need to destigmatize how we view and talk about privilege, and one of the best ways to do so is to raise awareness.“ #…",61,@Fox
0.0701,Tue Jul 03 04:32:54 +0000 2018,0.783,0.103,0.114,1014004030803021824,We cannot succeed at making the Web that’s welcoming towards everyone if the platform is built by the few with enou… https://t.co/scB1iuvgaJ,62,@Fox
0.5719,Tue Jul 03 04:32:32 +0000 2018,0.792,0.053,0.155,1014003938977169408,"RT @Kolor_Koded_101: If you don't understand why more folks don't consider careers in tech despite ""low"" barriers to entry, great pay and b…",63,@Fox
0.2023,Tue Jul 03 04:32:19 +0000 2018,0.924,0.0,0.076,1014003883415203841,"RT @missydepino: Important facts for white allies:

If you are white, 93% of your social network is white. 

White social media users only…",64,@Fox
0.2732,Tue Jul 03 03:20:06 +0000 2018,0.769,0.0,0.231,1013985709412122624,RT @MelissaStetten: The University of Well Actually. https://t.co/nZ5NuXiVRn,65,@Fox
0.5574,Tue Jul 03 02:32:06 +0000 2018,0.765,0.0,0.235,1013973630387040256,I strongly recommend reading the recent State of Black America report that highlights disparities in White-Black an… https://t.co/xPMjqauW2e,66,@Fox
0.0,Tue Jul 03 02:24:43 +0000 2018,1.0,0.0,0.0,1013971769810489345,Doing legitimate research for my talk about tech ethics. https://t.co/TDWpxWVyU4,67,@Fox
0.8588,Tue Jul 03 01:37:12 +0000 2018,0.667,0.0,0.333,1013959813577900032,"@bradleyfields awesome! That’s great to hear. I’d mostly use it for writing and reading, maybe some presentations i… https://t.co/8lw5cJJ5dC",68,@Fox
0.0,Tue Jul 03 01:30:46 +0000 2018,1.0,0.0,0.0,1013958192273895424,Developer Twitter in a nutshell. https://t.co/bViM2EWxTv,69,@Fox
0.4481,Tue Jul 03 01:27:13 +0000 2018,0.812,0.0,0.188,1013957300212588545,"@glenngillen yeah, I wouldn’t use it for work. I have a personal iMac, will have a work MacBook so want this mostly… https://t.co/1DpI2lNqf1",70,@Fox
0.0,Tue Jul 03 01:18:36 +0000 2018,1.0,0.0,0.0,1013955132650745857,I’m considering getting rid of my Macbook and using an iPad Pro for writing + travel (mostly non-work related). If… https://t.co/ioOtzJxM2V,71,@Fox
0.5574,Mon Jul 02 23:18:55 +0000 2018,0.777,0.0,0.223,1013925013726957569,".@mylifeasalllly has spoken at @cssconfau 2016, and I strongly recommend you hire her if you’re looking for a front… https://t.co/RSUDyoP7h4",72,@Fox
0.9325,Mon Jul 02 23:15:52 +0000 2018,0.458,0.0,0.542,1013924243195641856,"@LukesBeard omg, these are so great! also, love her outfit 😍",73,@Fox
0.7054,Mon Jul 02 23:10:08 +0000 2018,0.69,0.0,0.31,1013922801906900992,"@soniagupta504 🤦🏻‍♀️😡

I don’t know how not to be ashamed for whiteness anymore, to be honest.",74,@Fox
0.7156,Mon Jul 02 06:58:47 +0000 2018,0.816,0.0,0.184,1013678355915288577,"RT @DelilahSDawson: Twitter, 2009: You followed me? Wow! I'll follow you, too! We'll be buddies! In the trenches! Hey, that lady said a sma…",75,@Fox
0.8519,Mon Jul 02 06:33:24 +0000 2018,0.623,0.059,0.318,1013671967705067520,"@Mandy_Kerr @kylietimpani please tell me how to have a great time at the airport, I will be needing this advice soon 😂",76,@Fox
-0.6808,Mon Jul 02 06:30:21 +0000 2018,0.752,0.248,0.0,1013671199547617280,Humans author software and design with conscious and unknown biases baked in. Their prejudice and lack of education… https://t.co/sr8nCyi5WX,77,@Fox
0.0,Mon Jul 02 05:13:27 +0000 2018,1.0,0.0,0.0,1013651845951045633,RT @ICSandwichGuy: https://t.co/n6lOb7f6g8,78,@Fox
